"DateOfReport","ADM0_VIZ_NAME","Short_Name_ZH","cum_conf","cum_death"
"2020-04-06","Grenada","格林纳达",12,0
"2020-04-06","Saint Kitts and Nevis","圣基茨和尼维斯",10,0
"2020-04-06","Suriname","苏里南",10,1
"2020-04-06","Belize","伯利兹",7,1
"2020-04-06","Saint Vincent and the Grenadines","圣文森特和格林纳丁斯",7,0
"2020-04-06","Montserrat","蒙特塞拉特岛
",6,0
"2020-04-06","Nicaragua","尼加拉瓜",6,1
"2020-04-06","Saint Barthélemy","圣巴泰勒米
",6,0
"2020-04-06","Turks and Caicos Islands","特克斯和凯科斯群岛
",5,1
"2020-04-06","Anguilla","安圭拉
",3,0
"2020-04-06","British Virgin Islands","英属维尔京群岛
",3,0
"2020-04-06","Bonaire, Sint Eustatius and Saba","博内尔、圣尤斯特歇斯和萨巴
",2,0
"2020-04-06","Falkland Islands (Malvinas)","福克兰群岛（马尔维纳斯群岛）
",2,0
"2020-04-06","South Africa","南非",1686,12
"2020-04-06","Algeria","阿尔及利亚",1423,173
"2020-04-06","Cameroon","喀麦隆",555,9
"2020-04-06","Réunion","留尼汪岛
",349,0
"2020-04-06","Burkina Faso","布基纳法索",345,17
"2020-04-06","Côte d’Ivoire","科特迪瓦",323,3
"2020-04-06","Niger","尼日尔",253,10
"2020-04-06","Mauritius","毛里求斯",244,7
"2020-04-06","Nigeria","尼日利亚",232,5
"2020-04-06","Senegal","塞内加尔",226,2
"2020-04-06","Ghana","加纳",214,5
"2020-04-06","Mayotte","马约特岛
",164,2
"2020-04-06","Democratic Republic of the Congo","刚果民主共和国",161,18
"2020-04-06","Kenya","肯尼亚",142,4
"2020-04-06","Guinea","几内亚",111,0
"2020-04-06","Rwanda","卢旺达",104,0
"2020-04-06","Madagascar","马达加斯加",85,0
"2020-04-06","Uganda","乌干达",52,0
"2020-04-06","Congo","刚果",45,5
"2020-04-06","Ethiopia","埃塞俄比亚",44,1
"2020-04-06","Togo","多哥",44,3
"2020-04-06","Mali","马里",39,4
"2020-04-06","Zambia","赞比亚",39,1
"2020-04-06","Guinea-Bissau","几内亚比绍",33,0
"2020-04-06","Eritrea","厄立特里亚",29,0
"2020-04-06","United Republic of Tanzania","坦桑尼亚联合共和国",24,1
"2020-04-06","Benin","贝宁",23,1
"2020-04-06","Gabon","加蓬",21,1
"2020-04-06","Angola","安哥拉",16,2
"2020-04-06","Equatorial Guinea","赤道几内亚",16,0
"2020-04-06","Namibia","纳米比亚",16,0
"2020-04-06","Liberia","利比里亚",14,3
"2020-04-06","Seychelles","塞舌尔",11,0
"2020-04-06","Mozambique","莫桑比克",10,0
"2020-04-06","Central African Republic","中非共和国",9,0
"2020-04-06","Chad","乍得",9,0
"2020-04-06","Eswatini","斯威士兰",9,0
"2020-04-06","Zimbabwe","津巴布韦",9,1
"2020-04-06","Cabo Verde","佛得角",7,1
"2020-04-06","Botswana","博茨瓦纳",6,1
"2020-04-06","Mauritania","毛里塔尼亚",6,1
"2020-04-06","Sierra Leone","塞拉利昂",6,0
"2020-04-06","Gambia","冈比亚",4,1
"2020-04-06","Malawi","马拉维",4,0
"2020-04-06","Sao Tome and Principe","圣多美和普林西比",4,0
"2020-04-06","Burundi","布隆迪",3,0
"2020-04-06","South Sudan","南苏丹",1,0
"2020-04-06","International conveyance (Diamond Princess)","国际交通工具（“钻石公主号”邮轮）)",712,11
